latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
54.7798,-106.9977,317,1.9,1.3,2002-01-11,1906,Terra,MODIS,77,6.2,271.5,50.4,D,0
54.7732,-106.9702,336.8,1.9,1.3,2002-01-11,1906,Terra,MODIS,90,6.2,272.5,111,D,0
54.7685,-107.0058,303.5,1.9,1.3,2002-01-11,1906,Terra,MODIS,42,6.2,270.8,24.4,D,0
54.5128,-104.9603,322.6,2.4,1.5,2002-01-11,1906,Terra,MODIS,73,6.2,272.9,88.3,D,0
54.5214,-104.9938,342.9,2.4,1.5,2002-01-11,1906,Terra,MODIS,88,6.2,274.1,185.9,D,0
54.5084,-104.9585,311.2,2.4,1.5,2002-01-11,1906,Terra,MODIS,67,6.2,272.5,52.8,D,0
54.5172,-104.992,347.6,2.4,1.5,2002-01-11,1906,Terra,MODIS,95,6.2,273.8,217.3,D,0
53.0349,-123.1527,310.5,1.8,1.3,2002-01-13,0524,Terra,MODIS,80,6.2,267.7,39.3,N,0
52.2455,-114.5107,307.8,1,1,2002-01-13,0524,Terra,MODIS,73,6.2,268.4,14.4,N,0
52.9944,-113.9213,309.8,1,1,2002-01-13,0524,Terra,MODIS,78,6.2,269.8,15,N,0
53.0294,-123.1767,324.7,1.8,1.3,2002-01-13,0524,Terra,MODIS,100,6.2,266.8,71,N,0
56.0618,-120.8924,318.2,1.5,1.2,2002-01-13,1854,Terra,MODIS,69,6.2,267.4,37.6,D,0
53.2367,-116.058,301.1,1,1,2002-01-13,1855,Terra,MODIS,34,6.2,267.3,10.1,D,0
54.1526,-117.5351,306.7,1.9,1.3,2002-02-02,1830,Terra,MODIS,62,6.2,268.2,29.5,D,0
54.1387,-117.5095,318.8,1.9,1.3,2002-02-02,1830,Terra,MODIS,79,6.2,266.6,54.1,D,0
54.1438,-117.5027,303.1,1.9,1.3,2002-02-02,1830,Terra,MODIS,52,6.2,266.9,27.2,D,0
54.1469,-117.5182,326.6,3.3,1.7,2002-02-02,2008,Terra,MODIS,85,6.2,271.5,169,D,0
54.1431,-117.5144,327.2,3.3,1.7,2002-02-02,2008,Terra,MODIS,85,6.2,271.4,174.1,D,0
54.0769,-115.6946,311.2,1.2,1.1,2002-02-10,1918,Terra,MODIS,62,6.2,271.6,20.3,D,0
54.1009,-117.0171,358.2,1.1,1.1,2002-02-10,1918,Terra,MODIS,0,6.2,267.8,100.9,D,0
56.4705,-120.3705,315.1,1.3,1.1,2002-02-13,1948,Terra,MODIS,75,6.2,268.6,29.2,D,0
53.7945,-122.7643,317.6,1.3,1.1,2002-02-13,1949,Terra,MODIS,73,6.2,269.1,29.6,D,0
53.7983,-122.7833,346,1.3,1.1,2002-02-13,1949,Terra,MODIS,94,6.2,271.4,85.5,D,0
50.5754,-126.3644,311,1.1,1.1,2002-02-13,1950,Terra,MODIS,39,6.2,273.5,17.4,D,0
53.3356,-115.4123,304.8,1,1,2002-02-14,0523,Terra,MODIS,62,6.2,267.8,12.8,N,0
53.3824,-115.3537,311.9,1,1,2002-02-14,0523,Terra,MODIS,84,6.2,268,17.6,N,0
53.3333,-115.4272,316.8,1,1,2002-02-14,0523,Terra,MODIS,94,6.2,267.3,21.8,N,0
56.0139,-109.2967,312,1.1,1.1,2002-02-14,1853,Terra,MODIS,72,6.2,270.4,19.3,D,0
56.0021,-109.3421,308.6,1.1,1.1,2002-02-14,1853,Terra,MODIS,67,6.2,269.2,16.2,D,0
56.0171,-109.3141,327.2,1.1,1.1,2002-02-14,1853,Terra,MODIS,85,6.2,270.7,36.4,D,0
53.0539,-123.6843,339.4,1.8,1.3,2002-02-14,1854,Terra,MODIS,69,6.2,274.1,114.8,D,0
53.0524,-123.6872,318.5,3.6,1.8,2002-02-14,2032,Terra,MODIS,68,6.2,271.6,131.2,D,0
52.9078,-123.6022,311.3,1,1,2002-02-15,0606,Terra,MODIS,82,6.2,266.4,16.1,N,0
54.1475,-118.1431,310.3,1.5,1.2,2002-02-15,0606,Terra,MODIS,70,6.2,267.6,27.9,N,0
52.9166,-123.6055,312.6,1,1,2002-02-15,0606,Terra,MODIS,85,6.2,266.7,16.2,N,0
52.9098,-123.5873,307.4,1,1,2002-02-15,0606,Terra,MODIS,66,6.2,268.3,12.8,N,0
56.0573,-110.9144,300.4,1,1,2002-02-16,1841,Terra,MODIS,31,6.2,271.6,8.1,D,0
56.0002,-109.3372,301.6,1,1,2002-02-16,1841,Terra,MODIS,48,6.2,270.2,9.6,D,0
56.0596,-110.9301,313,1,1,2002-02-16,1841,Terra,MODIS,73,6.2,272.2,16.2,D,0
55.2083,-120.9019,312.5,1,1,2002-02-17,0554,Terra,MODIS,79,6.2,269.8,17.9,N,0
54.7801,-115.2203,302.9,1.4,1.2,2002-02-17,1924,Terra,MODIS,51,6.2,271.8,15.8,D,0
53.5969,-117.7605,303.6,1,1,2002-02-19,1912,Terra,MODIS,53,6.2,274.3,10.5,D,0
53.584,-125.123,312,1.2,1.1,2002-02-20,0625,Terra,MODIS,84,6.2,267.7,22.6,N,0
53.4111,-124.9284,300.8,1.2,1.1,2002-02-20,0625,Terra,MODIS,34,6.2,269.1,13.2,N,0
53.7549,-124.744,313.1,1.2,1.1,2002-02-20,0625,Terra,MODIS,86,6.2,268.4,24.5,N,0
53.1207,-123.1451,312.3,1.4,1.2,2002-02-20,0625,Terra,MODIS,85,6.2,267.8,27.9,N,0
49.8019,-112.1915,301.1,1.3,1.1,2002-02-20,1818,Terra,MODIS,44,6.2,282,8.7,D,0
53.8251,-124.6205,302.9,1.3,1.1,2002-02-20,1955,Terra,MODIS,51,6.2,270.4,14.9,D,0
55.7666,-110.3819,307.3,1.2,1.1,2002-02-21,1859,Terra,MODIS,65,6.2,269.6,16.8,D,0
56.9254,-111.3528,341.9,1.1,1,2002-02-21,1859,Terra,MODIS,81,6.2,273.5,57.7,D,0
50.5325,-126.8654,305.9,1.2,1.1,2002-02-24,0600,Terra,MODIS,66,6.2,273.2,17.5,N,0
51.8333,-115.0487,364,1.2,1.1,2002-02-25,1836,Terra,MODIS,93,6.2,265.4,0,D,0
53.2916,-116.1098,302.3,4.6,2,2002-02-25,2013,Terra,MODIS,43,6.2,265.5,93.9,D,0
52.9149,-123.6279,321.9,1.4,1.2,2002-02-28,0536,Terra,MODIS,100,6.2,265.5,42.1,N,0
52.909,-123.5963,307.9,1.1,1.1,2002-03-14,0548,Terra,MODIS,57,6.2,266.1,17.1,N,0
42.8035,-80.0923,304.8,1.3,1.1,2002-03-14,1604,Terra,MODIS,0,6.2,285.5,10.5,D,2
53.5807,-125.0878,303.3,2.1,1.4,2002-04-03,1854,Terra,MODIS,45,6.2,270.7,33,D,0
50.6754,-121.9432,306.5,1.2,1.1,2002-04-04,1938,Terra,MODIS,37,6.2,290.4,10.4,D,0
51.8206,-121.3648,315.1,1,1,2002-04-06,0553,Terra,MODIS,90,6.2,272.3,19,N,0
45.322,-74.9093,301.8,1,1,2002-04-06,1609,Terra,MODIS,49,6.2,277.8,7.2,D,0
53.1756,-124.727,317.4,1.6,1.3,2002-04-07,0637,Terra,MODIS,93,6.2,265.4,45.2,N,0
49.4996,-96.668,316.7,1,1,2002-04-08,1734,Terra,MODIS,77,6.2,273.2,18,D,0
49.5016,-96.6816,334.8,1,1,2002-04-08,1734,Terra,MODIS,84,6.2,277.2,39,D,0
57.3141,-111.4664,306.6,1.2,1.1,2002-04-08,1911,Terra,MODIS,56,6.2,277.8,14.4,D,0
52.0916,-123.9375,312.5,1.2,1.1,2002-04-08,1913,Terra,MODIS,41,6.2,273.5,17.8,D,0
52.0897,-123.9439,312.3,1.2,1.1,2002-04-08,1913,Terra,MODIS,40,6.2,271.8,19,D,0
48.3997,-123.7133,305.3,1.1,1,2002-04-08,1914,Terra,MODIS,53,6.2,284.9,8.9,D,0
42.8036,-80.0934,304.8,2.4,1.5,2002-04-10,1545,Terra,MODIS,0,6.2,287.1,23.4,D,2
50.4169,-98.7985,305.2,1.4,1.2,2002-04-10,1722,Terra,MODIS,61,6.2,276.5,16.2,D,0
50.4188,-98.8184,319.8,1.4,1.2,2002-04-10,1722,Terra,MODIS,80,6.2,277.3,34.9,D,0
50.4082,-98.8207,331.2,1.4,1.2,2002-04-10,1722,Terra,MODIS,87,6.2,277.2,54.7,D,0
50.1111,-119.3586,304.5,1,1,2002-04-10,1901,Terra,MODIS,0,6.2,288.8,7.5,D,0
42.8061,-80.099,303.5,1,1,2002-04-11,1628,Terra,MODIS,47,6.2,286.9,4.1,D,0
50.5168,-104.6248,300.2,1,1,2002-04-11,1805,Terra,MODIS,27,6.2,287.2,5.3,D,0
58.7394,-122.6686,306.6,1,1,2002-04-11,1941,Terra,MODIS,64,6.2,275,12,D,0
45.4736,-72.7057,301.6,1.5,1.2,2002-04-12,1532,Terra,MODIS,48,6.2,288.9,5.2,D,0
51.2575,-99.3119,300.6,2.1,1.4,2002-04-12,1709,Terra,MODIS,40,6.2,282.9,17,D,0
51.2556,-99.2811,306.5,2.1,1.4,2002-04-12,1709,Terra,MODIS,64,6.2,283.2,27.2,D,0
51.1065,-99.3717,300.5,2.2,1.4,2002-04-12,1709,Terra,MODIS,38,6.2,282.4,15.6,D,0
49.1982,-96.1459,310,1.4,1.2,2002-04-12,1710,Terra,MODIS,69,6.2,289.9,14.5,D,0
49.0391,-95.4606,302.8,1.3,1.1,2002-04-12,1710,Terra,MODIS,48,6.2,290.7,6.6,D,0
49.0409,-95.4786,302.2,1.3,1.1,2002-04-12,1710,Terra,MODIS,38,6.2,289.9,6.3,D,0
49.1516,-96.3841,304.8,1.5,1.2,2002-04-12,1710,Terra,MODIS,51,6.2,288.7,8.8,D,0
49.1564,-96.3965,305.5,1.5,1.2,2002-04-12,1710,Terra,MODIS,52,6.2,290,9,D,0
49.1963,-96.1264,306.6,1.4,1.2,2002-04-12,1710,Terra,MODIS,64,6.2,290.7,10.4,D,0
50.5139,-104.6266,302.8,2.1,1.4,2002-04-12,1848,Terra,MODIS,54,6.2,289.7,10.6,D,0
53.1235,-105.8543,301.8,1.4,1.2,2002-04-13,1752,Terra,MODIS,48,6.2,284.2,6.4,D,0
51.2438,-99.8668,303.9,1,1,2002-04-13,1752,Terra,MODIS,30,6.2,287.3,5,D,0
49.8223,-100.5006,308.6,1,1,2002-04-13,1753,Terra,MODIS,59,6.2,292.5,4.8,D,0
50.0968,-112.0689,304.7,3.1,1.7,2002-04-13,1931,Terra,MODIS,52,6.2,288.5,21.4,D,0
53.0886,-111.985,300.1,1.1,1,2002-04-14,0504,Terra,MODIS,16,6.2,273.7,9.7,N,0
43.2637,-79.8076,316.2,1.6,1.3,2002-04-16,1647,Terra,MODIS,47,6.2,300.6,14,D,0
49.918,-111.3935,312.3,1.1,1,2002-04-16,1824,Terra,MODIS,67,6.2,296.9,6.8,D,0
46.4322,-72.7492,330.6,1,1,2002-04-17,1550,Terra,MODIS,63,6.2,287.2,30.2,D,0
46.4304,-72.736,310.4,1,1,2002-04-17,1550,Terra,MODIS,0,6.2,286,8.8,D,0
42.8043,-80.0938,308.7,1.9,1.3,2002-04-17,1552,Terra,MODIS,0,6.2,293.4,12.6,D,0
50.521,-104.6448,302.9,1.1,1,2002-04-18,0439,Terra,MODIS,52,6.2,269,12.2,N,0
42.8807,-82.4114,314.5,1,1,2002-04-18,1635,Terra,MODIS,67,6.2,292.5,7.9,D,0
42.8788,-82.3993,330.2,1,1,2002-04-18,1635,Terra,MODIS,84,6.2,293.9,24.4,D,0
52.7809,-122.8586,308.6,1.4,1.2,2002-04-18,1949,Terra,MODIS,59,6.2,277.5,17.4,D,0
52.7751,-122.8841,308.7,1.3,1.2,2002-04-18,1949,Terra,MODIS,67,6.2,278.9,17.9,D,0
52.7712,-122.8646,308.6,1.4,1.2,2002-04-18,1949,Terra,MODIS,67,6.2,277,18.3,D,0
52.7848,-122.8779,337.1,1.3,1.2,2002-04-18,1949,Terra,MODIS,90,6.2,279.5,64.1,D,0
57.1944,-121.6473,307.9,1.2,1.1,2002-04-19,0524,Terra,MODIS,73,6.2,269.5,18.9,N,0
46.6278,-70.6384,300.2,1.1,1,2002-04-19,1538,Terra,MODIS,9,6.2,286.1,2.3,D,0
55.9199,-110.7515,321.4,1.1,1,2002-04-19,1853,Terra,MODIS,76,6.2,283.4,23.4,D,0
52.4345,-108.1189,309.2,1.5,1.2,2002-04-19,1854,Terra,MODIS,68,6.2,289.3,13.7,D,0
53.4292,-108.3481,301.4,1.4,1.2,2002-04-19,1854,Terra,MODIS,46,6.2,285.4,7.2,D,0
51.0182,-114.0271,304.8,1,1,2002-04-19,1854,Terra,MODIS,57,6.2,288.9,4.3,D,0
49.2444,-115.2494,318.6,1,1,2002-04-19,1855,Terra,MODIS,59,6.2,293.4,16.2,D,0
50.1148,-113.5588,319,1.1,1,2002-04-19,1855,Terra,MODIS,79,6.2,292.6,12.7,D,0
50.1123,-113.5442,312,1.1,1,2002-04-19,1855,Terra,MODIS,53,6.2,295.8,6.3,D,0
56.3882,-116.101,306.7,2.7,1.6,2002-04-20,0429,Terra,MODIS,69,6.2,273.2,52.7,N,0
56.3793,-116.0974,301.6,2.7,1.6,2002-04-20,0429,Terra,MODIS,42,6.2,272.4,39.6,N,0
45.701,-73.4023,310.7,1.5,1.2,2002-04-20,1621,Terra,MODIS,70,6.2,293.1,11.8,D,0
45.7046,-73.4203,320.3,1.5,1.2,2002-04-20,1621,Terra,MODIS,61,6.2,292.1,25.9,D,0
43.9783,-78.6623,303,1,1,2002-04-20,1622,Terra,MODIS,54,6.2,287.4,4.1,D,0
42.8544,-81.3225,305.2,1,1,2002-04-20,1622,Terra,MODIS,58,6.2,288.9,4.1,D,0
44.0708,-77.5143,303.1,1.1,1,2002-04-20,1622,Terra,MODIS,55,6.2,290.4,4.7,D,0
43.9764,-78.6498,304.7,1,1,2002-04-20,1622,Terra,MODIS,60,6.2,287.2,5.2,D,0
44.4013,-78.9346,302.1,1,1,2002-04-20,1622,Terra,MODIS,51,6.2,289.6,3.7,D,0
54.3299,-109.2394,301.1,1.8,1.3,2002-04-20,1758,Terra,MODIS,45,6.2,281.1,13.9,D,0
53.3969,-106.9299,305.8,1.4,1.2,2002-04-20,1758,Terra,MODIS,0,6.2,287.5,10,D,0
51.6918,-99.5791,303.8,1,1,2002-04-20,1759,Terra,MODIS,48,6.2,282.9,7.5,D,0
51.4067,-104.2038,322,1.1,1,2002-04-20,1759,Terra,MODIS,81,6.2,286.8,20,D,0
50.5129,-104.6273,304.5,1.1,1,2002-04-20,1759,Terra,MODIS,54,6.2,288.8,3.7,D,0
49.1817,-101.4585,302.5,1,1,2002-04-20,1759,Terra,MODIS,0,6.2,273.9,6,D,0
52.3151,-105.7817,306.2,1.2,1.1,2002-04-20,1759,Terra,MODIS,58,6.2,292.7,4.9,D,0
51.2146,-98.2181,301.4,1.1,1.1,2002-04-20,1759,Terra,MODIS,47,6.2,283.8,6.3,D,0
49.8725,-111.4672,310.1,2,1.4,2002-04-20,1759,Terra,MODIS,66,6.2,295.4,13.2,D,0
51.6321,-98.7858,329.8,1.1,1,2002-04-20,1759,Terra,MODIS,62,6.2,284.3,33.5,D,0
49.8744,-111.4953,316,2,1.4,2002-04-20,1759,Terra,MODIS,74,6.2,295,26,D,0
52.7934,-108.7029,303.2,1.6,1.2,2002-04-20,1759,Terra,MODIS,55,6.2,288.2,8.5,D,0
51.5566,-98.6125,301.9,1.1,1,2002-04-20,1759,Terra,MODIS,26,6.2,282.7,6,D,0
50.52,-104.6339,308.9,1.1,1,2002-04-20,1759,Terra,MODIS,63,6.2,288.3,6.6,D,0
51.5593,-98.6278,303.1,1.1,1,2002-04-20,1759,Terra,MODIS,52,6.2,279.2,6.6,D,0
52.7599,-108.7712,303.4,4,1.9,2002-04-20,1936,Terra,MODIS,56,6.2,288.9,31.5,D,0
52.7641,-108.7633,310,4,1.9,2002-04-20,1936,Terra,MODIS,69,6.2,289.2,62.6,D,0
53.0891,-123.7033,315.8,1,1,2002-04-20,1937,Terra,MODIS,76,6.2,284.9,17.9,D,0
52.9509,-122.3984,302,1.1,1,2002-04-20,1937,Terra,MODIS,0,6.2,289.8,6.7,D,0
44.1135,-77.2149,315.7,1.4,1.2,2002-04-21,0329,Terra,MODIS,92,6.2,276.4,31,N,0
44.1241,-77.2169,323.1,1.4,1.2,2002-04-21,0329,Terra,MODIS,100,6.2,276.3,42.9,N,0
51.267,-97.4914,312.6,2.1,1.4,2002-04-21,1703,Terra,MODIS,73,6.2,284,33.5,D,0
50.3355,-96.6398,431.5,1.8,1.3,2002-04-21,1704,Terra,MODIS,100,6.2,296.1,1206.8,D,0
50.3456,-96.612,314.9,1.8,1.3,2002-04-21,1704,Terra,MODIS,71,6.2,281.3,30.4,D,0
50.721,-97.407,312,2,1.4,2002-04-21,1704,Terra,MODIS,72,6.2,284.7,31.5,D,0
50.827,-97.2699,306,2,1.4,2002-04-21,1704,Terra,MODIS,63,6.2,284.1,20.8,D,0
50.8289,-97.2623,300,2,1.4,2002-04-21,1704,Terra,MODIS,8,6.2,283.8,11.7,D,0
50.34,-96.6189,370.2,1.8,1.3,2002-04-21,1704,Terra,MODIS,100,6.2,286.7,278,D,0
50.8307,-97.2906,306,2,1.4,2002-04-21,1704,Terra,MODIS,63,6.2,284.5,21.2,D,0
50.7152,-97.3215,304.1,2,1.4,2002-04-21,1704,Terra,MODIS,58,6.2,282.1,19,D,0
49.0138,-96.323,313.1,1.7,1.3,2002-04-21,1704,Terra,MODIS,73,6.2,283.9,27.9,D,0
50.3281,-96.6209,353.1,1.8,1.3,2002-04-21,1704,Terra,MODIS,97,6.2,284.7,166,D,0
50.1598,-96.0801,301,1.7,1.3,2002-04-21,1704,Terra,MODIS,33,6.2,273.9,16.8,D,0
50.342,-96.6446,400.4,1.8,1.3,2002-04-21,1704,Terra,MODIS,100,6.2,293.5,614.7,D,0
50.7172,-97.3499,312.6,2,1.4,2002-04-21,1704,Terra,MODIS,72,6.2,281.8,32.9,D,0
50.3475,-96.6378,361.4,1.8,1.3,2002-04-21,1704,Terra,MODIS,94,6.2,285.6,216.6,D,0
49.0118,-96.2998,326.5,1.7,1.3,2002-04-21,1704,Terra,MODIS,84,6.2,284,55.4,D,0
50.3337,-96.6141,356.7,1.8,1.3,2002-04-21,1704,Terra,MODIS,98,6.2,284.3,183.5,D,0
50.33,-96.6466,359.4,1.8,1.3,2002-04-21,1704,Terra,MODIS,99,6.2,287,204.1,D,0
52.9116,-106.579,315.2,1.3,1.1,2002-04-21,1841,Terra,MODIS,74,6.2,295.8,14.6,D,0
50.801,-97.3373,303.3,3.7,1.8,2002-04-21,1841,Terra,MODIS,52,6.2,275.9,49.9,D,0
53.2142,-106.83,307.1,1.2,1.1,2002-04-21,1841,Terra,MODIS,0,6.2,292,6.4,D,0
51.8129,-99.4572,303.8,2.8,1.6,2002-04-21,1841,Terra,MODIS,43,6.2,282,30.7,D,0
53.5463,-107.0749,310.5,1.2,1.1,2002-04-21,1841,Terra,MODIS,61,6.2,291.6,10.7,D,0
51.2757,-97.4739,302.3,3.5,1.8,2002-04-21,1841,Terra,MODIS,41,6.2,278.8,32.4,D,0
52.5021,-100.8926,300.6,2.2,1.5,2002-04-21,1841,Terra,MODIS,35,6.2,284.2,16,D,0
53.2014,-106.8175,306.8,1.2,1.1,2002-04-21,1841,Terra,MODIS,26,6.2,292.4,5.6,D,0
53.2108,-106.8125,305.7,1.2,1.1,2002-04-21,1841,Terra,MODIS,54,6.2,292.3,4.8,D,0
52.7545,-108.6908,314.6,1.1,1,2002-04-21,1842,Terra,MODIS,69,6.2,295.5,10.5,D,0
51.2267,-97.6481,320.7,1,1,2002-04-22,1746,Terra,MODIS,0,6.2,288.8,18.2,D,0
51.1377,-96.9806,305,1,1,2002-04-22,1746,Terra,MODIS,60,6.2,283.4,7.5,D,0
51.2272,-97.4758,310,1,1,2002-04-22,1746,Terra,MODIS,69,6.2,289.9,9.4,D,0
53.3971,-106.0608,309.4,1.7,1.3,2002-04-22,1746,Terra,MODIS,42,6.2,294.5,11.6,D,0
51.3301,-97.5947,316.3,1,1,2002-04-22,1746,Terra,MODIS,0,6.2,280.4,14.3,D,0
49.5117,-96.4494,310.7,1.1,1,2002-04-22,1747,Terra,MODIS,70,6.2,286,12.1,D,0
50.683,-100.9148,300.6,1,1,2002-04-22,1747,Terra,MODIS,0,6.2,285.3,3.5,D,0
51.3972,-104.8586,308.2,1.4,1.2,2002-04-22,1747,Terra,MODIS,49,6.2,292.2,7.5,D,0
49.1494,-95.5857,312.5,1.2,1.1,2002-04-22,1747,Terra,MODIS,73,6.2,286.4,16.2,D,0
49.1465,-95.57,319.1,1.2,1.1,2002-04-22,1747,Terra,MODIS,79,6.2,283.6,23.7,D,0
50.2912,-96.4658,311.2,1.1,1,2002-04-22,1747,Terra,MODIS,71,6.2,289.4,10.7,D,0
49.1447,-96.4973,316.2,1.1,1,2002-04-22,1747,Terra,MODIS,76,6.2,285.3,15.8,D,0
50.288,-96.1665,329.8,1.1,1,2002-04-22,1747,Terra,MODIS,86,6.2,290.4,32,D,0
50.2945,-96.1478,301.3,1.1,1,2002-04-22,1747,Terra,MODIS,39,6.2,289.2,4,D,0
50.2971,-96.1627,332.8,1.1,1,2002-04-22,1747,Terra,MODIS,88,6.2,291.6,36.3,D,0
49.5143,-96.4641,321.3,1.1,1,2002-04-22,1747,Terra,MODIS,81,6.2,286.6,22.6,D,0
50.3507,-96.6442,323.9,1.1,1,2002-04-22,1747,Terra,MODIS,81,6.2,287.8,21.4,D,0
51.4028,-104.8715,313.3,1.4,1.2,2002-04-22,1747,Terra,MODIS,64,6.2,292.2,14.4,D,0
50.7848,-102.2552,307.7,1.1,1.1,2002-04-22,1747,Terra,MODIS,63,6.2,290.5,6.2,D,0
